label,continent,subtype,host,year,lowORhigh
EPI_ISL_140705,Asia,H7N7,ANSERIFORMES,2012.03.14,LPAI
EPI_ISL_179671,Asia,H7N9,GALLIFORMES,2013.12.15,LPAI
EPI_ISL_138737,Asia,H7N9,human,2013.02.26,LPAI
EPI_ISL_179716,Asia,H7N3,ANSERIFORMES,2013.08.04,LPAI
EPI_ISL_179734,Asia,H7N3,ANSERIFORMES,2013.08.25,LPAI
EPI_ISL_179735,Asia,H7N3,ANSERIFORMES,2013.08.25,LPAI
EPI_ISL_179798,Asia,H7N3,ANSERIFORMES,2014.01.19,LPAI
EPI_ISL_179796,Asia,H7N3,ANSERIFORMES,2014.01.19,LPAI
EPI_ISL_179797,Asia,H7N3,ANSERIFORMES,2014.01.19,LPAI
EPI_ISL_179851,Asia,H7N9,GALLIFORMES,2014.03.16,LPAI
EPI_ISL_179854,Asia,H7N9,GALLIFORMES,2014.03.16,LPAI
EPI_ISL_192303,Asia,H7N9,human,2015.01.22,LPAI
EPI_ISL_192300,Asia,H7N9,human,2015.01.13,LPAI
EPI_ISL_192306,Asia,H7N9,human,2015.01.17,LPAI
EPI_ISL_192469,Asia,H7N9,human,2015.05.26,LPAI
EPI_ISL_284991,Asia,H7N9,human,2015.06.24,LPAI
EPI_ISL_278784,Asia,H7N9,human,2016.12.30,LPAI
EPI_ISL_697856,Asia,H7N9,GALLIFORMES,2016.12.22,LPAI
EPI_ISL_697861,Asia,H7N9,ANSERIFORMES,2016.12.22,LPAI
EPI_ISL_239331,Asia,H7N9,human,2016.01.12,LPAI
EPI_ISL_239329,Asia,H7N9,human,2016.02.11,LPAI
EPI_ISL_696641,Asia,H7N9,GALLIFORMES,2017.05.24,LPAI
EPI_ISL_696663,Asia,H7N9,ANSERIFORMES,2017.05.24,LPAI
EPI_ISL_696745,Asia,H7N9,GALLIFORMES,2017.03.24,LPAI
EPI_ISL_696913,Asia,H7N9,GALLIFORMES,2017.02.16,LPAI
EPI_ISL_295549,Asia,H7N9,human,2017.06.14,LPAI
EPI_ISL_12607934,Asia,H7N7,other,2018.11.28,LPAI
EPI_ISL_696975,Asia,H7N3,ANSERIFORMES,2018.01.25,HPAI
EPI_ISL_503144,Asia,H7N9,GALLIFORMES,2019.07.01,HPAI
EPI_ISL_12627546,Asia,H7N7,ANSERIFORMES,2019.01.13,LPAI
EPI_ISL_1516445,Asia,H7N9,GALLIFORMES,2020.11.30,HPAI
EPI_ISL_12627549,Asia,H7N7,other,2020.03.15,LPAI
EPI_ISL_1495982,Asia,H7N9,GALLIFORMES,2021.03.08,HPAI
EPI_ISL_1495981,Asia,H7N9,GALLIFORMES,2021.03.01,HPAI
EPI_ISL_18042579,Asia,H7N9,GALLIFORMES,2022.03.10,HPAI
EPI_ISL_18042577,Asia,H7N9,GALLIFORMES,2022.03.10,HPAI
EPI_ISL_19298055,Asia,H7N9,GALLIFORMES,2023.07.01,HPAI
EPI_ISL_19298037,Asia,H7N9,GALLIFORMES,2023.07.01,HPAI
EPI_ISL_156011,Europe,H7N1,GALLIFORMES,2000.01.04,HPAI
EPI_ISL_156014,Europe,H7N1,GALLIFORMES,2000.01.07,HPAI
EPI_ISL_156015,Europe,H7N1,GALLIFORMES,2000.01.05,HPAI
EPI_ISL_156012,Europe,H7N1,GALLIFORMES,2000.01.04,HPAI
EPI_ISL_156013,Europe,H7N1,GALLIFORMES,2000.01.07,HPAI
EPI_ISL_156210,Europe,H7N1,GALLIFORMES,2001.01.09,LPAI
EPI_ISL_156211,Europe,H7N1,GALLIFORMES,2001.01.10,LPAI
EPI_ISL_156208,Europe,H7N1,GALLIFORMES,2001.01.05,LPAI
EPI_ISL_166868,Europe,H7N3,other,2002.11.26,LPAI
EPI_ISL_166877,Europe,H7N3,GALLIFORMES,2002.10.31,LPAI
EPI_ISL_166882,Europe,H7N3,GALLIFORMES,2002.12.24,LPAI
EPI_ISL_166886,Europe,H7N3,GALLIFORMES,2002.12.05,LPAI
EPI_ISL_166884,Europe,H7N3,GALLIFORMES,2002.12.11,LPAI
EPI_ISL_166866,Europe,H7N3,GALLIFORMES,2003.08.28,LPAI
EPI_ISL_166867,Europe,H7N3,GALLIFORMES,2003.01.24,LPAI
EPI_ISL_166865,Europe,H7N3,GALLIFORMES,2003.01.09,LPAI
EPI_ISL_166870,Europe,H7N3,GALLIFORMES,2003.01.07,LPAI
EPI_ISL_166871,Europe,H7N3,GALLIFORMES,2003.05.27,LPAI
EPI_ISL_10406,Europe,H7N4,ANSERIFORMES,2004.6.30,LPAI
EPI_ISL_20076,Europe,H7N3,GALLIFORMES,2004.6.30,LPAI
EPI_ISL_20077,Europe,H7N3,GALLIFORMES,2004.6.30,LPAI
EPI_ISL_20079,Europe,H7N3,GALLIFORMES,2004.6.30,LPAI
EPI_ISL_70156,Europe,H7N3,GALLIFORMES,2004.11.05,LPAI
EPI_ISL_25579,Europe,H7N7,ANSERIFORMES,2005.6.30,LPAI
EPI_ISL_25580,Europe,H7N7,ANSERIFORMES,2005.6.30,LPAI
EPI_ISL_94068,Europe,H7N7,ANSERIFORMES,2006.01.18,LPAI
CY095592,Europe,H7N7,ANSERIFORMES,2006.1.18,unknown
EPI_ISL_25592,Europe,H7N3,ANSERIFORMES,2007.6.30,LPAI
EPI_ISL_25593,Europe,H7N1,ANSERIFORMES,2007.6.30,LPAI
EPI_ISL_25597,Europe,H7N3,ANSERIFORMES,2007.6.30,LPAI
EPI_ISL_25594,Europe,H7N1,ANSERIFORMES,2008.6.30,LPAI
EPI_ISL_25595,Europe,H7N1,ANSERIFORMES,2008.6.30,LPAI
EPI_ISL_151750,Europe,H7N1,ANSERIFORMES,2009.01.07,LPAI
EPI_ISL_151751,Europe,H7N3,GALLIFORMES,2009.05.26,LPAI
EPI_ISL_151747,Europe,H7N7,ANSERIFORMES,2011.01.10,LPAI
EPI_ISL_151748,Europe,H7N6,ANSERIFORMES,2011.01.31,LPAI
EPI_ISL_151749,Europe,H7N3,GALLIFORMES,2011.01.07,LPAI
EPI_ISL_203004,Europe,H7N7,GALLIFORMES,2013.09.02,HPAI
EPI_ISL_171318,Europe,H7N7,human,2013.09.07,HPAI
EPI_ISL_146878,Europe,H7N7,GALLIFORMES,2013.08.14,HPAI
EPI_ISL_167056,Europe,H7N1,GALLIFORMES,2014.06.18,LPAI
EPI_ISL_167057,Europe,H7N7,ANSERIFORMES,2014.05.07,LPAI
EPI_ISL_7987329,Europe,H7N3,ANSERIFORMES,2021.01.07,LPAI
EPI_ISL_7987328,Europe,H7N7,ANSERIFORMES,2021.01.29,LPAI
EPI_ISL_19204425,Europe,H7N3,GALLIFORMES,2019.08.02,LPAI
EPI_ISL_19204424,Europe,H7N2,GALLIFORMES,2015.03.20,LPAI
EPI_ISL_19204438,Europe,H7N1,GALLIFORMES,2020.04.18,LPAI
EPI_ISL_19204433,Europe,H7N7,ANSERIFORMES,2022.05.19,LPAI
EPI_ISL_14768099,Europe,H7N2,GALLIFORMES,2015.6.30,LPAI
EPI_ISL_220955,Europe,H7N7,GALLIFORMES,2016.04.29,HPAI
EPI_ISL_189314,Europe,H7N7,ANSERIFORMES,2003.09.22,LPAI
EPI_ISL_189312,Europe,H7N7,ANSERIFORMES,2003.09.20,LPAI
EPI_ISL_189316,Europe,H7N7,ANSERIFORMES,2003.09.18,LPAI
EPI_ISL_189320,Europe,H7N7,ANSERIFORMES,2005.12.06,LPAI
EPI_ISL_189321,Europe,H7N7,ANSERIFORMES,2004.11.22,LPAI
EPI_ISL_189325,Europe,H7N7,ANSERIFORMES,2010.11.10,LPAI
EPI_ISL_189455,Europe,H7N7,ANSERIFORMES,2002.12.14,LPAI
EPI_ISL_189456,Europe,H7N7,ANSERIFORMES,2002.12.04,LPAI
EPI_ISL_189457,Europe,H7N7,ANSERIFORMES,2002.12.15,LPAI
EPI_ISL_189462,Europe,H7N7,ANSERIFORMES,2003.09.26,LPAI
EPI_ISL_189463,Europe,H7N7,ANSERIFORMES,2003.09.04,LPAI
EPI_ISL_189460,Europe,H7N7,ANSERIFORMES,2003.09.20,LPAI
EPI_ISL_189461,Europe,H7N7,ANSERIFORMES,2003.09.24,LPAI
EPI_ISL_189464,Europe,H7N7,ANSERIFORMES,2005.11.26,LPAI
EPI_ISL_189475,Europe,H7N7,ANSERIFORMES,2002.11.16,LPAI
EPI_ISL_189550,Europe,H7N7,ANSERIFORMES,2002.12.15,LPAI
EPI_ISL_189548,Europe,H7N7,ANSERIFORMES,2002.12.13,LPAI
EPI_ISL_189615,Europe,H7N9,ANSERIFORMES,2002.12.12,LPAI
EPI_ISL_26367,Europe,H7N7,ANSERIFORMES,2008.6.30,LPAI
EPI_ISL_26368,Europe,H7N7,ANSERIFORMES,2005.6.30,LPAI
EPI_ISL_26369,Europe,H7N7,ANSERIFORMES,2003.6.30,LPAI
EPI_ISL_67865,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_67870,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_150022,Europe,H7N9,ANSERIFORMES,2002.12.12,LPAI
EPI_ISL_150026,Europe,H7N7,ANSERIFORMES,2002.12.15,LPAI
EPI_ISL_150027,Europe,H7N7,ANSERIFORMES,2002.12.06,LPAI
EPI_ISL_150025,Europe,H7N7,ANSERIFORMES,2003.09.18,LPAI
EPI_ISL_150033,Europe,H7N7,ANSERIFORMES,2002.12.15,LPAI
EPI_ISL_150055,Europe,H7N7,ANSERIFORMES,2002.11.16,LPAI
EPI_ISL_84571,Europe,H7N7,ANSERIFORMES,2005.6.30,LPAI
EPI_ISL_13002,Europe,H7N7,ANSERIFORMES,2003.6.30,LPAI
EPI_ISL_94985,Europe,H7N7,ANSERIFORMES,2003.09.18,LPAI
EPI_ISL_94984,Europe,H7N7,ANSERIFORMES,2003.09.18,LPAI
EPI_ISL_4977,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_4978,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_4979,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_4980,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_4981,Europe,H7N9,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_4982,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_4983,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_4984,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_4985,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_4986,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_4987,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_4989,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_4990,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_4991,Europe,H7N7,ANSERIFORMES,2002.6.30,LPAI
EPI_ISL_310191,Europe,H7N7,ANSERIFORMES,2008.05.01,LPAI
EPI_ISL_97230,Europe,H7N7,ANSERIFORMES,2004.11.22,LPAI
GU053135,Europe,H7N7,ANSERIFORMES,2002.6.30,unknown
